what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1422757359921
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1422757362919
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1422757367157
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1422757392215
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1422757394845
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422757437026
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422757437160
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422757437165
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422757445512
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422757447501
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422757720856
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422757723891
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422757754648
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422757779257
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422758080264
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1422758102000
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1422758110929
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1422758115812
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422758117776
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422758128700
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1422758135977
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1422758139105
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1422758142944
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422758204819
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422758217785
