what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422817217520
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422817303645
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422817537651
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422817542689
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422817545189
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422817547286
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422817550639
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422819236698
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422819238867
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422819276374
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1422819297951
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1422819299492
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1422819300703
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1422819302140
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1422819303276
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422819337615
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422824825794
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422824827835
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422836074866
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422836075942
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422836075954
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422836076001
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422836079434
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422836085369
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422841430860
