what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424487866203
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424487867250
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424487869467
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424487870870
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424487872187
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424487910099
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1424487964222
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424488002552
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424488003009
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424488092440
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1424488094864
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424488102305
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424488110406
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424488136625
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1424488141014
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424488167133
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424488171185
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424488177870
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424488185597
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1424488192239
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424488200511
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424488204140
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424488205637
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424488211850
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1424488215170
