what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1424485804468
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1424485805273
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1424485806474
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485807356
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1424485810662
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485811953
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485813238
started,bundle,org.eclipse.mylyn.java.tasks,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.tasks",1424485816012
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485816231
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485821077
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485826771
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485828092
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485830176
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485843705
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485907552
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1424485910165
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485912939
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485920274
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485933294
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1424485939651
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485941421
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485941603
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485943906
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1424485949049
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485949750
