what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.toggleOverwrite",1424505170476
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424505176223
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1424505178757
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1424505186440
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424505189462
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1424505193415
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1424505247284
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424505256561
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1424505259674
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505279240
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505301462
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505304905
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505336393
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505354072
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505354111
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505355604
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505368517
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505369662
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505370430
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505371476
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505474114
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505476174
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505702867
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505757663
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424505852170
