what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1424485108380
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1424485108478
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485113586
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485129912
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485137315
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1424485140318
started,bundle,org.eclipse.mylyn.java.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.ui",1424485142032
started,bundle,org.eclipse.pde.api.tools,1.0.100.v20090526,"org.eclipse.pde.api.tools",1424485142225
started,bundle,org.eclipse.pde.api.tools.ui,1.0.100.v20090526,"org.eclipse.pde.api.tools.ui",1424485142227
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1424485142850
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485146319
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485147539
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485214399
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1424485216446
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485217677
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485220194
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485221152
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485224096
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485226479
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1424485255451
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1424485256842
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485260240
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1424485265483
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485271935
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1424485273894
