what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jpt.core,2.2.0.v200906070220,"org.eclipse.jpt.core",1424528301816
started,bundle,org.eclipse.jpt.eclipselink.core,1.2.0.v200905310000,"org.eclipse.jpt.eclipselink.core",1424528301839
started,bundle,org.eclipse.wst.sse.core,1.1.400.v200905141750,"org.eclipse.wst.sse.core",1424528301898
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks.ui",1424528301924
started,bundle,org.eclipse.wst.xml.core,1.1.400.v200904300540,"org.eclipse.wst.xml.core",1424528301939
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.300.v200811200330,"org.eclipse.wst.common.emfworkbench.integration",1424528302165
started,bundle,org.eclipse.wst.common.modulecore,1.1.300.v200904132230,"org.eclipse.wst.common.modulecore",1424528302176
started,bundle,org.eclipse.wst.validation,1.2.102.v200905201610,"org.eclipse.wst.validation",1424528302206
started,bundle,org.eclipse.jst.j2ee,1.1.300.v200905290632,"org.eclipse.jst.j2ee",1424528302238
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1424528303701
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424528316270
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424528321946
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424528328229
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424528329549
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424528330943
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424528344910
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424528348424
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424528388069
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424528388895
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424528396878
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.debug.ui",1424528404005
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424528420534
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424528435189
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424528436516
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424528437941
