what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1424485427800
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485428868
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485432932
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485447825
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1424485448836
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485455432
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1424485461529
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1424485464229
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485466654
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.format",1424485489966
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485492646
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485496046
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485497459
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485514978
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1424485515808
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485517176
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485517373
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485523120
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1424485524018
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485524795
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485525698
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485533144
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1424485603732
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1424485605530
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1424485605672
