what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1424485605832
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1424485605944
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485606717
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485608707
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485610467
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485618174
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485620949
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485630728
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1424485631723
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485633419
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485641034
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485651130
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485654613
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485655270
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485661310
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485700295
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485701136
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485736970
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485747320
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1424485760718
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1424485763360
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1424485776437
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485787345
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485790224
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1424485802106
