what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1422905660297
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1422905661535
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1422905667271
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1422905670236
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1422905675357
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422905687702
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422905696704
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1422905698041
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1422905702295
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1422905724644
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422905727094
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422905763162
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1422905765746
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422905781794
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422905793006
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422905810182
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422905826876
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422905827374
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422905827887
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422905856121
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422905880649
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1422905906852
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1422905910822
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422905949154
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1422905962118
